,Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue Preferred,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Install App Store,Match Type,Contributor 1 Match Type,Contributor 2 Match Type,Contributor 3 Match Type,Device Category,Google Play Referrer,Google Play Click Time,Google Play Install Begin Time
53,click,2020-12-18 04:16:51,2020-12-18 08:22:32,2020-12-18 08:33:10,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,GA,Chickamauga,30707,575,68.57.10.199,False,Verizon Wireless,Verizon ,English,1608279750612-3541843055157597218,6868726e-a9e4-4c96-a299-8a5dfd837da7,,,,,,android,samsung-SM-G975U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G975U Build/QP1A.190711.020),,,,srn,,,,phone,,,
54,click,2020-12-15 05:54:50,2020-12-15 09:34:26,2020-12-18 07:51:11,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,UT,Tooele,84074,770,73.65.206.225,False,T-Mobile - US,T-Mobile,English,1608024862993-1178369442617773790,1d0a4fe8-4b11-4746-9efe-df7fd49f8320,,,,,,android,samsung-SM-N970U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N970U Build/QP1A.190711.020),,,,srn,,,,phone,,,
55,click,2020-12-18 03:37:55,2020-12-18 03:39:51,2020-12-18 03:55:47,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CO,Littleton,80125,751,73.3.182.176,False,Verizon Wireless,Verizon ,English,1608262789359-8686125614826544682,f2cfc86d-481c-4635-bd96-945e48571dec,,,,,,android,samsung-SM-G975U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G975U Build/QP1A.190711.020),,,,srn,,,,phone,,,
56,click,2020-12-18 03:13:21,2020-12-18 03:14:48,2020-12-18 03:18:58,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,NY,Ft Edward,12828,532,208.105.228.230,True,,,English,1608261285558-2332762277171956513,df9d5945-7465-4d25-abae-d91f93d3b216,,,,,,android,google-Acer Chromebook R13 (CB5-312T),9,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; Acer Chromebook R13 (CB5-312T) Build/R87-13505.63.0),,,,srn,,,,tablet,,,
57,click,2020-12-18 03:13:21,2020-12-18 03:14:48,2020-12-18 03:18:45,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$224.99"",""af_content_id"":""subscription_plus_yearly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,NY,Ft Edward,12828,532,208.105.228.230,True,,,English,1608261285558-2332762277171956513,df9d5945-7465-4d25-abae-d91f93d3b216,,,,,,android,google-Acer Chromebook R13 (CB5-312T),9,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; Acer Chromebook R13 (CB5-312T) Build/R87-13505.63.0),,,,srn,,,,tablet,,,
58,click,2020-12-18 03:14:50,2020-12-18 03:16:25,2020-12-18 03:18:26,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CT,Marlborough,06447,533,50.203.224.50,False,AT&T,cricket,English,1608261374995-4552301517285850027,e9b60db8-3800-41ff-88f2-ecfb97c2380d,,,,,,android,BLU-G60,9,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 9; G60 Build/PPR1.180610.011),,,,srn,,,,phone,,,
59,click,2020-12-18 01:38:45,2020-12-18 01:39:20,2020-12-18 01:40:25,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,TX,Hutto,78634,635,172.58.109.10,False,Metro by T-Mobile,Metro by T-Mobile,English,1608255558165-147244347935141716,7a70067b-3e31-45f5-be91-6b6ac6b8d64a,,,,,,android,google-Pixel 3,11,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3 Build/RP1A.201105.002),,,,srn,,,,phone,,,
60,click,2020-12-11 06:50:14,2020-12-17 00:58:08,2020-12-17 01:01:00,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,VA,Colonial Heights,23834,556,73.99.94.202,False,Verizon, ,English,1608166682990-7349704203907877214,a916ea69-e1e0-4527-a5c1-997595c687a6,,,,,,android,samsung-SM-S367VL,9,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-S367VL Build/PPR1.180610.011),,,,srn,,,,phone,,,
61,click,2020-12-16 21:42:00,2020-12-16 21:44:53,2020-12-16 22:59:09,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,MO,Cape Girardeau,63701,632,97.87.102.168,True,Boost Mobile,Boost Mobile,English,1608155090932-3095858275261021069,3a47b65b-058f-40fd-a404-9df045a59314,,,,,,android,lge-LG-Q710AL,8.1.0,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 8.1.0; LG-Q710AL Build/O11019),,,,srn,,,,phone,,,
62,click,2020-12-16 21:03:35,2020-12-16 21:04:35,2020-12-16 21:06:31,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,TN,Kingsport,37660,531,47.40.228.133,True, , ,English,1608152673060-6085323403708329143,ce75183a-04d3-4714-93eb-7496f0f56033,,,,,,android,motorola-moto g(7) play,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; moto g(7) play Build/QPY30.85-18-9),,,,srn,,,,phone,,,
63,click,2020-12-16 01:35:00,2020-12-16 16:59:27,2020-12-16 17:07:13,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,WA,Wapato,98951,810,172.58.47.33,False,Boost Mobile,Boost Mobile,English,1608137898510-8623391469708530725,45acb036-1e0e-4995-86cc-399fb28439fe,,,,,,android,lge-LG-Q710AL,8.1.0,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 8.1.0; LG-Q710AL Build/O11019),,,,srn,,,,phone,,,
64,click,2020-12-05 22:57:52,2020-12-05 23:02:41,2020-12-16 16:31:13,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MI,Ionia,48846,563,97.94.65.32,False,Verizon Wireless,Verizon ,English,1607209357823-538770817576601347,a6906ef4-e338-48a6-9d20-edd40d2201b6,,,,,,android,samsung-SM-A515U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-A515U Build/QP1A.190711.020),,,,srn,,,,phone,,,
65,click,2020-12-09 16:55:20,2020-12-09 16:55:45,2020-12-16 03:27:27,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MI,Wyoming,49519,563,68.37.29.147,False,T-Mobile - US,T-Mobile,English,1607532945291-8288704870754980749,74206ec4-ce91-4ec7-9ac7-1b2774d4fa0f,,,,,,android,samsung-SM-G981U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G981U Build/QP1A.190711.020),,,,srn,,,,phone,,,
66,click,2020-12-11 05:18:16,2020-12-16 02:37:58,2020-12-16 02:44:52,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MA,Somerville,02143,506,172.58.220.20,False,,Metro by T-Mobile,English,1608086267920-9203157064629129585,b0124de4-9637-43cf-9f8f-ade5c1dd06bf,,,,,,android,samsung-SM-A102U,9,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-A102U Build/PPR1.180610.011),,,,srn,,,,phone,,,
67,click,2020-12-15 10:40:25,2020-12-15 15:19:26,2020-12-16 01:19:55,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,NC,Greensboro,27410,518,174.195.20.34,False,Verizon Wireless,Verizon ,English,1608045564067-3874316096372487731,669fdee1-bf04-4727-a684-3ffe6efe89c3,,,,,,android,samsung-SM-N976V,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N976V Build/QP1A.190711.020),,,,srn,,,,phone,,,
68,click,2020-12-15 21:37:04,2020-12-15 23:59:47,2020-12-16 00:50:00,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,FL,Clermont,34711,534,72.188.59.243,False,AT&T,AT&T,English,1608076785069-7493853856398921965,b0853ef0-3b1b-45fe-a2ca-598064de0fc6,,,,,,android,samsung-SM-N986U,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N986U Build/QP1A.190711.020),,,,srn,,,,phone,,,
69,click,2020-12-15 16:41:55,2020-12-15 21:08:13,2020-12-15 21:10:43,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$224.99"",""af_content_id"":""subscription_plus_yearly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,TN,Maryville,37801,557,47.13.26.207,False,T-Mobile,T-Mobile,English,1608066490411-7033123703093504272,4eaa53f6-a10c-405e-9a46-75b071c652b6,,,,,,android,lge-LM-Q730,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),,,,srn,,,,phone,,,
70,click,2020-12-15 15:15:35,2020-12-15 15:22:40,2020-12-15 15:36:13,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.0"",""af_success"":""False"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.0,USD,0.0,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,AZ,Phoenix,85035,753,68.2.154.43,False,T-Mobile,T-Mobile,English,1608045782763-8976003740000765556,bd4727a7-bad9-47ed-a453-96f206d29dd3,,,,,,android,lge-LM-Q720,10,2020.12.11-272,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Coloring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; LM-Q720 Build/QKQ1.200308.002),,,,srn,,,,phone,,,
71,click,2020-12-14 21:12:19,2020-12-14 23:42:28,2020-12-15 05:12:10,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,TN,Camden,38320,659,68.68.183.53,False,Verizon, ,English,1607989343674-819036970086876450,2c90a8a9-ffbf-4954-9f41-3f0c62ce81ae,,,,,,android,samsung-SM-S205DL,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-S205DL Build/QP1A.190711.020),,,,srn,,,,phone,,,
72,click,2020-12-14 16:51:32,2020-12-14 18:24:47,2020-12-14 18:30:54,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""0.96"",""af_success"":""True"",""af_price"":""0.96"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",0.96,USD,0.96,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,TX,Houston,77060,618,172.58.99.1,False,Boost Mobile,Boost Mobile,English,1607970277856-2495093356698129590,839c4079-6a55-41d5-af54-0c755113248e,,,,,,android,samsung-SM-A205U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-A205U Build/QP1A.190711.020),,,,srn,,,,phone,,,
73,click,2020-12-14 03:20:47,2020-12-14 05:22:50,2020-12-14 05:27:35,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Instagram,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,TN,Columbia,38401,659,24.151.149.184,False,T-Mobile - US,T-Mobile,English,1607923366497-4170114538182859826,0446c731-2ade-4260-b0b0-f324b2d31c5b,,,,,,android,samsung-SM-G970U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G970U Build/QP1A.190711.020),,,,srn,,,,phone,,,
74,click,2020-12-13 20:14:52,2020-12-14 03:11:55,2020-12-14 03:14:14,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,AudienceNetwork,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,ID,Pocatello,83204,758,172.58.44.221,False,,Metro by T-Mobile,English,1607915501964-3566611515822947027,88aaa311-c493-4663-a810-af2ac7978332,,,,,,android,samsung-SM-A102U,9,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 9; SM-A102U Build/PPR1.180610.011),,,,srn,,,,phone,,,
75,click,2020-12-09 05:51:11,2020-12-09 16:40:31,2020-12-14 03:06:31,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,MI,Lansing,48917,551,172.58.121.140,False,Sprint,Sprint,English,1607532029153-4465588152053872655,ece4aa32-06de-4e18-aa9f-e13fe445aab3,,,,,,android,samsung-SM-N986U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N986U Build/QP1A.190711.020),,,,srn,,,,phone,,,
76,click,2020-12-13 19:49:33,2020-12-13 19:50:39,2020-12-14 01:36:36,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Youtube,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,YouTubeVideos,,,,,,,,,,,,,,,,,,,,,,,,,,US,WA,Olympia,98501,819,24.18.103.246,False,Verizon,Verizon,English,1607889037237-991455372114526034,cada0434-d832-458e-b578-cd1f6254eae4,,,,,,android,google-Pixel 3,11,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3 Build/RP1A.201105.002),,,,srn,,,,phone,,,
77,click,2020-12-11 23:24:01,2020-12-12 00:22:12,2020-12-14 00:12:21,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,Facebook Ads,Facebook,,US - Launch Coloring Persona - AND,23845987623610586,US - CC - Coloring Persona - AND - 7,2.3846031660510584e+16,US - CC - Artistic Escapism - 7,2.3846031660540584e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,OH,West Union,45693,515,174.233.7.241,False,Verizon Wireless,Verizon ,English,1607732529879-5254742598120397984,46138c01-0f81-414d-bf63-d69a260fe01d,,,,,,android,samsung-SM-N960U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,28d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),,,,srn,,,,phone,,,
78,click,2020-12-11 20:29:20,2020-12-11 20:32:22,2020-12-13 02:32:31,af_purchase,"{""af_currency"":""USD"",""af_revenue"":""$4.99"",""af_success"":""True"",""af_price"":""$4.99"",""af_content_id"":""subscription_plus_monthly"",""af_quantity"":""1"",""af_content_type"":""subscription""}",$4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,CC - US Launch - AND,11495112195,115192737351,115192737351.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,,US,CO,Erie,80516,751,24.128.117.186,False,T-Mobile - US,T-Mobile,English,1607718741918-604425004864376022,6e9d6890-867b-4cc5-b827-345223b9cec5,,,,,,android,samsung-SM-G960U,10,2020.12.03-268,v5.4.1,com.foundryiv.colorcollab,Color Collab: Stress-Relief Colouring Book Games,com.foundryiv.colorcollab,False,,30d,,True,Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),,,,srn,,,,phone,,,
